217,217,unchanged,Downtown Seattle to North Issaquah,http://metro.kingcounty.gov/schedules/217/map.html,http://metro.kingcounty.gov/schedules/217/
218,218,unchanged,Issaquah Highlands P&R to Downtown Seattle,http://metro.kingcounty.gov/schedules/218/map.html,http://metro.kingcounty.gov/schedules/218/
221,221,reduced,Education Hill to Crossroads to Eastgate,http://metro.kingcounty.gov/schedules/221/map.html,http://metro.kingcounty.gov/schedules/221/
224,224,reduced,Fall City to Redmond TC,http://metro.kingcounty.gov/schedules/224/map.html,http://metro.kingcounty.gov/schedules/224/
226,226,reduced,Eastgate P&R to Crossroads to Overlake to Bellevue TC,http://metro.kingcounty.gov/schedules/226/map.html,http://metro.kingcounty.gov/schedules/226/
232,232,reduced,Duvall to Redmond TC to Overlake TC to Bellevue TC,http://metro.kingcounty.gov/schedules/232/map.html,http://metro.kingcounty.gov/schedules/232/
234,234,reduced,Kenmore to Kirkland TC to Bellevue TC,http://metro.kingcounty.gov/schedules/234/map.html,http://metro.kingcounty.gov/schedules/234/
235,235,reduced,Kingsgate P&R to Kirkland TC to Bellevue TC,http://metro.kingcounty.gov/schedules/235/map.html,http://metro.kingcounty.gov/schedules/235/
236,236,reduced,Woodinville P&R to Kirkland TC,http://metro.kingcounty.gov/schedules/236/map.html,http://metro.kingcounty.gov/schedules/236/
237,237,deleted,Woodinville P&R to Bellevue TC,http://metro.kingcounty.gov/schedules/237/map.html,http://metro.kingcounty.gov/schedules/237/
238,238,reduced,UW/CCC Campus to Bothell to Totem Lake TC to Kirkland TC,http://metro.kingcounty.gov/schedules/238/map.html,http://metro.kingcounty.gov/schedules/238/
240,240,unchanged,Bellevue TC to Renton TC,http://metro.kingcounty.gov/schedules/240/map.html,http://metro.kingcounty.gov/schedules/240/
241,241,reduced,Eastgate P&R to Bellevue TC,http://metro.kingcounty.gov/schedules/241/map.html,http://metro.kingcounty.gov/schedules/241/
242,242,unchanged,Ridgecrest to Overlake P&R,http://metro.kingcounty.gov/schedules/242/map.html,http://metro.kingcounty.gov/schedules/242/
243,243,deleted,Jackson Park to Bellevue,http://metro.kingcounty.gov/schedules/243/map.html,http://metro.kingcounty.gov/schedules/243/
244EX,244,deleted,Kenmore P&R to Overlake TC,http://metro.kingcounty.gov/schedules/244/map.html,http://metro.kingcounty.gov/schedules/244/
245,245,reduced,Kirkland TC to Crossroads to Factoria,http://metro.kingcounty.gov/schedules/245/map.html,http://metro.kingcounty.gov/schedules/245/
246,246,reduced,Eastgate P&R to Somerset to Bellevue TC to Clyde Hill,http://metro.kingcounty.gov/schedules/246/map.html,http://metro.kingcounty.gov/schedules/246/
248,248,reduced,Avondale to Redmond TC to Kirkland TC,http://metro.kingcounty.gov/schedules/248/map.html,http://metro.kingcounty.gov/schedules/248/
249,249,reduced,Overlake TC to South Bellevue P&R,http://metro.kingcounty.gov/schedules/249/map.html,http://metro.kingcounty.gov/schedules/249/
250,250,deleted,Overlake TC to Downtown Seattle,http://metro.kingcounty.gov/schedules/250/map.html,http://metro.kingcounty.gov/schedules/250/
252,252,unchanged,Kingsgate to Downtown Seattle,http://metro.kingcounty.gov/schedules/252/map.html,http://metro.kingcounty.gov/schedules/252/
255,255,reduced,Brickyard P&R to Kirkland TC to Downtown Seattle,http://metro.kingcounty.gov/schedules/255/map.html,http://metro.kingcounty.gov/schedules/255/
257,257,deleted,Brickyard P&R to Downtown Seattle,http://metro.kingcounty.gov/schedules/257/map.html,http://metro.kingcounty.gov/schedules/257/
260,260,deleted,Finn Hill to Downtown Seattle,http://metro.kingcounty.gov/schedules/260/map.html,http://metro.kingcounty.gov/schedules/260/
265,265,deleted,Overlake TC to Downtown Seattle to First Hill,http://metro.kingcounty.gov/schedules/265/map.html,http://metro.kingcounty.gov/schedules/265/
268,268,deleted,Redmond to Downtown Seattle,http://metro.kingcounty.gov/schedules/268/map.html,http://metro.kingcounty.gov/schedules/268/
269,269,reduced,Issaquah TC to Overlake P&R,http://metro.kingcounty.gov/schedules/269/map.html,http://metro.kingcounty.gov/schedules/269/
271,271,reduced,Issaquah to University District,http://metro.kingcounty.gov/schedules/271/map.html,http://metro.kingcounty.gov/schedules/271/
277,277,deleted,Juanita to University District,http://metro.kingcounty.gov/schedules/277/map.html,http://metro.kingcounty.gov/schedules/277/
280,280,deleted,Downtown Seattle to Bellevue TC to South Renton P&R to Tukwila,http://metro.kingcounty.gov/schedules/280/map.html,http://metro.kingcounty.gov/schedules/280/
301,301,unchanged,Aurora Village TC to Richmond Beach to Downtown Seattle,http://metro.kingcounty.gov/schedules/301/map.html,http://metro.kingcounty.gov/schedules/301/
303EX,303,unchanged,Shoreline P&R to First Hill,http://metro.kingcounty.gov/schedules/303/map.html,http://metro.kingcounty.gov/schedules/303/
304,304,deleted,Richmond Beach to Downtown Seattle,http://metro.kingcounty.gov/schedules/304/map.html,http://metro.kingcounty.gov/schedules/304/
306EX,306,unchanged,Kenmore to Downtown Seattle,http://metro.kingcounty.gov/schedules/306/map.html,http://metro.kingcounty.gov/schedules/306/
308,308,deleted,Horizon View to Downtown Seattle,http://metro.kingcounty.gov/schedules/308/map.html,http://metro.kingcounty.gov/schedules/308/
309EX,309,reduced,Kenmore P&R to First Hill,http://metro.kingcounty.gov/schedules/309/map.html,http://metro.kingcounty.gov/schedules/309/
311,311,reduced,Duvall to Downtown Seattle,http://metro.kingcounty.gov/schedules/311/map.html,http://metro.kingcounty.gov/schedules/311/
312EX,312,reduced,UW/CCC Campus to Downtown Seattle,http://metro.kingcounty.gov/schedules/312/map.html,http://metro.kingcounty.gov/schedules/312/
316,316,unchanged,Meridian Park to Downtown Seattle,http://metro.kingcounty.gov/schedules/316/map.html,http://metro.kingcounty.gov/schedules/316/
330,330,unchanged,Shoreline Community College to Lake City,http://metro.kingcounty.gov/schedules/330/map.html,http://metro.kingcounty.gov/schedules/330/
331,331,reduced,Shoreline Community College to Aurora Village TC to Kenmore P&R,http://metro.kingcounty.gov/schedules/331/map.html,http://metro.kingcounty.gov/schedules/331/
342,342,unchanged,Shoreline P&R to Renton TC,http://metro.kingcounty.gov/schedules/342/map.html,http://metro.kingcounty.gov/schedules/342/
345,345,unchanged,Shoreline Community College to Northgate TC,http://metro.kingcounty.gov/schedules/345/map.html,http://metro.kingcounty.gov/schedules/345/
346,346,unchanged,Aurora Village TC to Northgate TC,http://metro.kingcounty.gov/schedules/346/map.html,http://metro.kingcounty.gov/schedules/346/
347,347,unchanged,Mountlake Terrace TC to Northgate TC,http://metro.kingcounty.gov/schedules/347/map.html,http://metro.kingcounty.gov/schedules/347/
348,348,unchanged,Richmond Beach to Northgate TC,http://metro.kingcounty.gov/schedules/348/map.html,http://metro.kingcounty.gov/schedules/348/
355EX,355,reduced,Shoreline Community College to Downtown Seattle,http://metro.kingcounty.gov/schedules/355/map.html,http://metro.kingcounty.gov/schedules/355/
